month,date,farebox_revenue_hkdm,year,is_covid_period,immd_hsr_passenger_ratio,domestic_service_yield_hkd,domestic_service_rev_hkdm,cross_boundary_yield_hkd,cross_boundary_rev_hkdm,hsr_yield_hkd,hsr_rev_hkdm,airport_express_yield_hkd,airport_express_rev_hkdm,light_rail_bus_yield_hkd,light_rail_bus_rev_hkdm
2003-02,2003-02-01,435.6565781263693,2003,0,,6.6930528337859645,398.2366436102649,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,37.419934516104476,2.4156490106193513,0.0
2003-03,2003-03-01,464.9243919601696,2003,0,,6.6930528337859645,427.565601127915,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,37.35879083225463,2.4156490106193513,0.0
2003-04,2003-04-01,342.6267451824388,2003,0,,6.6930528337859645,324.8339331821342,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,17.792812000304576,2.4156490106193513,0.0
2003-05,2003-05-01,407.68447452959754,2003,0,,6.6930528337859645,390.25852463239204,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,17.425949897205516,2.4156490106193513,0.0
2003-06,2003-06-01,424.26893955772806,2003,0,,6.6930528337859645,401.0343396947874,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,23.234599862940687,2.4156490106193513,0.0
2003-07,2003-07-01,481.95911763050066,2003,0,,6.6930528337859645,444.53918311439617,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,37.419934516104476,2.4156490106193513,0.0
2003-08,2003-08-01,498.563804392027,2003,0,,6.6930528337859645,456.68038095488396,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,41.88342343714308,2.4156490106193513,0.0
2003-09,2003-09-01,485.17707766589814,2003,0,,6.6930528337859645,446.04512000199804,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,39.1319576639001,2.4156490106193513,0.0
2003-10,2003-10-01,504.28273973153097,2003,0,,6.6930528337859645,462.64389102978726,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,41.6388487017437,2.4156490106193513,0.0
2003-11,2003-11-01,488.7736160682651,2003,0,,6.6930528337859645,449.03022156586655,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,39.743394502398544,2.4156490106193513,0.0
2003-12,2003-12-01,528.4634838172404,2003,0,,6.6930528337859645,486.4577730123977,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,42.00571080484277,2.4156490106193513,0.0
2004-01,2004-01-01,501.759601388088,2004,0,,6.6930528337859645,461.46591373104087,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,40.29368765704714,2.4156490106193513,0.0
2004-02,2004-02-01,474.95414549393945,2004,0,,6.6930528337859645,439.6130962287297,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,35.34104926520978,2.4156490106193513,0.0
2004-03,2004-03-01,509.03348699613525,2004,0,,6.6930528337859645,469.2900924937367,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,39.743394502398544,2.4156490106193513,0.0
2004-04,2004-04-01,471.24185651616693,2004,0,,6.6930528337859645,429.4195767628737,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,41.82227975329323,2.4156490106193513,0.0
2004-05,2004-05-01,492.4637927656805,2004,0,,6.6930528337859645,454.3712777272278,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,38.09251503845276,2.4156490106193513,0.0
2004-06,2004-06-01,486.2011147494674,2004,0,,6.6930528337859645,447.0691570855673,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,39.1319576639001,2.4156490106193513,0.0
2004-07,2004-07-01,520.858570400887,2004,0,,6.6930528337859645,478.0579917059963,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,42.80057869489073,2.4156490106193513,0.0
2004-08,2004-08-01,524.916372834853,2004,0,,6.6930528337859645,481.99350677226244,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,42.92286606259042,2.4156490106193513,0.0
2004-09,2004-09-01,505.00517539854184,2004,0,,6.6930528337859645,465.20063721229343,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,39.80453818624839,2.4156490106193513,0.0
2004-10,2004-10-01,517.3400440465261,2004,0,,6.6930528337859645,473.5000227261881,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,43.84002132033808,2.4156490106193513,0.0
2004-11,2004-11-01,515.0625292217229,2004,0,,6.6930528337859645,473.60711157152866,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,41.45541765019417,2.4156490106193513,0.0
2004-12,2004-12-01,550.1495960572639,2004,0,,6.6930528337859645,505.3924194791782,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,44.75717657808574,2.4156490106193513,0.0
2005-01,2005-01-01,523.5608939039394,2005,0,,6.6930528337859645,482.2277636214449,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,41.33313028249449,2.4156490106193513,0.0
2005-02,2005-02-01,458.9903727216388,2005,0,,6.6930528337859645,421.44815083783465,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,37.54222188380416,2.4156490106193513,0.0
2005-03,2005-03-01,512.4693140002215,2005,0,,6.6930528337859645,468.50700531218376,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,43.96230868803777,2.4156490106193513,0.0
2005-04,2005-04-01,498.6607823706697,2005,0,,6.6930528337859645,456.1047784111783,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,42.55600395949136,2.4156490106193513,0.0
2005-05,2005-05-01,512.1188417776161,2005,0,,6.6930528337859645,471.030286230521,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,41.088555547095105,2.4156490106193513,0.0
2005-06,2005-06-01,510.05159466032205,2005,0,,6.6930528337859645,468.9018954293771,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,41.14969923094495,2.4156490106193513,0.0
2005-07,2005-07-01,542.7659029788388,2005,0,,6.6930528337859645,497.641864297654,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,45.12403868118481,2.4156490106193513,0.0
2005-08,2005-08-01,549.0957185429088,2005,0,,6.6930528337859645,504.0939672294237,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,45.001751313485116,2.4156490106193513,0.0
2005-09,2005-09-01,521.5868573570106,2005,0,,6.6930528337859645,478.41941655902076,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,43.167440797989805,2.4156490106193513,0.0
2005-10,2005-10-01,538.5436998685847,2005,0,,6.6930528337859645,492.44136224580234,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,46.10233762278231,2.4156490106193513,0.0
2005-11,2005-11-01,530.8307269539204,2005,0,,6.6930528337859645,486.2569814273841,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,44.57374552653621,2.4156490106193513,0.0
2005-12,2005-12-01,562.888909075207,2005,0,,6.6930528337859645,515.2579793561787,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,47.63092971902841,2.4156490106193513,0.0
2006-01,2006-01-01,535.0318665670576,2006,0,,6.6930528337859645,487.89008631882785,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,47.14178024822965,2.4156490106193513,0.0
2006-02,2006-02-01,483.13485478787226,2006,0,,6.6930528337859645,441.80172450537776,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,41.33313028249449,2.4156490106193513,0.0
2006-03,2006-03-01,535.4871367346494,2006,0,,6.6930528337859645,489.6905175311163,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,45.79661920353309,2.4156490106193513,0.0
2006-04,2006-04-01,497.7092282691168,2006,0,,6.6930528337859645,444.3919359520529,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,53.31729231706389,2.4156490106193513,0.0
2006-05,2006-05-01,513.4090600219888,2006,0,,6.6930528337859645,469.26332028240154,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,44.145739739587306,2.4156490106193513,0.0
2006-06,2006-06-01,511.3877580661855,2006,0,,6.6930528337859645,467.24201832659816,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,44.145739739587306,2.4156490106193513,0.0
2006-07,2006-07-01,546.2786288030665,2006,0,,6.6930528337859645,496.2630954138941,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,50.01553338917232,2.4156490106193513,0.0
2006-08,2006-08-01,559.0655705099429,2006,0,,6.6930528337859645,510.6397729008664,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,48.425797609076376,2.4156490106193513,0.0
2006-09,2006-09-01,532.8508375515892,2006,0,,6.6930528337859645,485.6479136195096,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,47.2029239320795,2.4156490106193513,0.0
2006-10,2006-10-01,549.8143594303516,2006,0,,6.6930528337859645,493.8067450238946,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,56.00761440645702,2.4156490106193513,0.0
2006-11,2006-11-01,542.2638458860351,2006,0,,6.6930528337859645,493.53232985770944,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,48.7315160283256,2.4156490106193513,0.0
2006-12,2006-12-01,580.3635364445859,2006,0,,6.6930528337859645,521.0541631102374,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,59.30937333434859,2.4156490106193513,0.0
2007-01,2007-01-01,551.6983962012605,2007,0,,6.6930528337859645,500.8879949220402,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,50.810401279220294,2.4156490106193513,0.0
2007-02,2007-02-01,492.47786437452964,2007,0,,6.6930528337859645,449.37156726038967,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,43.106297114139956,2.4156490106193513,0.0
2007-03,2007-03-01,553.998437345459,2007,0,,6.6930528337859645,503.7994729047371,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,50.19896444072185,2.4156490106193513,0.0
2007-04,2007-04-01,507.8355320568461,2007,0,,6.6930528337859645,451.82791765038905,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,56.00761440645702,2.4156490106193513,0.0
2007-05,2007-05-01,535.7221572172832,2007,0,,6.6930528337859645,488.51923328520377,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,47.2029239320795,2.4156490106193513,0.0
2007-06,2007-06-01,527.2525841826124,2007,0,,6.6930528337859645,478.8879302573858,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,48.364653925226534,2.4156490106193513,0.0
2007-07,2007-07-01,570.2078199507539,2007,0,,6.6930528337859645,517.3796771044888,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,52.82814284626514,2.4156490106193513,0.0
2007-08,2007-08-01,579.6307965770034,2007,0,,6.6930528337859645,524.6014811121438,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,55.02931546485952,2.4156490106193513,0.0
2007-09,2007-09-01,543.4561799434193,2007,0,,6.6930528337859645,492.4012039287996,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,51.05497601461966,2.4156490106193513,0.0
2007-10,2007-10-01,575.5639183739346,2007,0,,6.6930528337859645,515.3985334656882,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,60.16538490824641,2.4156490106193513,0.0
2007-11,2007-11-01,563.7940629192955,2007,0,,6.6930528337859645,511.08820744073,26.75381485458245,0.0,124.87841376730266,0.0,61.14368384984391,52.70585547856545,2.4156490106193513,0.0
2007-12,2007-12-01,1004.3684490410348,2007,0,,6.6930528337859645,695.026685418836,26.75381485458245,220.53169584632315,124.87841376730266,0.0,61.14368384984391,54.662453361760456,2.4156490106193513,34.147614414115154
2008-01,2008-01-01,983.4261487236945,2008,0,,6.6930528337859645,686.6469832709358,26.75381485458245,209.74990845992644,124.87841376730266,0.0,61.14368384984391,51.48298180156858,2.4156490106193513,35.54627519126375
