dataset_id,source_url,source_run_id,scraped_at,week_label,week_start_date,entity_id,entity_name,parent_entity_id,parent_entity_name,metric_name,metric_unit,metric_value,rank,category_slug,app_id,app_name,origin_url,main_url,description,categories,group_by_origin,is_private,is_hidden,created_at,scrape_date,usage_date,model_permaslug,total_tokens,snapshot_date,observed_at,period,tokens,growth_percent
app_usage_daily,https://openrouter.ai/apps/openclaw,20260408T033352Z-e18052a3,2026-04-08T03:33:52.643645Z,,,,,,,,,,1,,2725608,OpenClaw,https://openclaw.ai/,,,personal-agent,,,,,,2026-03-11,stepfun/step-3.5-flash,123341606020.0,,,,,
app_usage_daily,https://openrouter.ai/apps/openclaw,20260408T033352Z-e18052a3,2026-04-08T03:33:52.643645Z,,,,,,,,,,2,,2725608,OpenClaw,https://openclaw.ai/,,,personal-agent,,,,,,2026-03-11,Others,96821067847.0,,,,,
app_usage_daily,https://openrouter.ai/apps/openclaw,20260408T033352Z-e18052a3,2026-04-08T03:33:52.643645Z,,,,,,,,,,3,,2725608,OpenClaw,https://openclaw.ai/,,,personal-agent,,,,,,2026-03-11,minimax/minimax-m2.5-20260211,45564751922.0,,,,,
app_usage_daily,https://openrouter.ai/apps/openclaw,20260408T033352Z-e18052a3,2026-04-08T03:33:52.643645Z,,,,,,,,,,4,,2725608,OpenClaw,https://openclaw.ai/,,,personal-agent,,,,,,2026-03-11,arcee-ai/trinity-large-preview,39974874218.0,,,,,
app_usage_daily,https://openrouter.ai/apps/openclaw,20260408T033352Z-e18052a3,2026-04-08T03:33:52.643645Z,,,,,,,,,,5,,2725608,OpenClaw,https://openclaw.ai/,,,personal-agent,,,,,,2026-03-11,anthropic/claude-4.6-sonnet-20260217,34159913479.0,,,,,
app_usage_daily,https://openrouter.ai/apps/openclaw,20260408T033352Z-e18052a3,2026-04-08T03:33:52.643645Z,,,,,,,,,,6,,2725608,OpenClaw,https://openclaw.ai/,,,personal-agent,,,,,,2026-03-11,moonshotai/kimi-k2.5-0127,27860325844.0,,,,,
app_usage_daily,https://openrouter.ai/apps/openclaw,20260408T033352Z-e18052a3,2026-04-08T03:33:52.643645Z,,,,,,,,,,7,,2725608,OpenClaw,https://openclaw.ai/,,,personal-agent,,,,,,2026-03-11,anthropic/claude-4.6-opus-20260205,24169396796.0,,,,,
app_usage_daily,https://openrouter.ai/apps/openclaw,20260408T033352Z-e18052a3,2026-04-08T03:33:52.643645Z,,,,,,,,,,8,,2725608,OpenClaw,https://openclaw.ai/,,,personal-agent,,,,,,2026-03-11,google/gemini-3-flash-preview-20251217,21860451142.0,,,,,
app_usage_daily,https://openrouter.ai/apps/openclaw,20260408T033352Z-e18052a3,2026-04-08T03:33:52.643645Z,,,,,,,,,,9,,2725608,OpenClaw,https://openclaw.ai/,,,personal-agent,,,,,,2026-03-11,openai/gpt-5-nano-2025-08-07,9890048739.0,,,,,
app_usage_daily,https://openrouter.ai/apps/openclaw,20260408T033352Z-e18052a3,2026-04-08T03:33:52.643645Z,,,,,,,,,,10,,2725608,OpenClaw,https://openclaw.ai/,,,personal-agent,,,,,,2026-03-11,deepseek/deepseek-v3.2-20251201,8437745514.0,,,,,
app_usage_daily,https://openrouter.ai/apps/openclaw,20260408T033352Z-e18052a3,2026-04-08T03:33:52.643645Z,,,,,,,,,,11,,2725608,OpenClaw,https://openclaw.ai/,,,personal-agent,,,,,,2026-03-11,anthropic/claude-4.5-sonnet-20250929,7736354505.0,,,,,
app_usage_daily,https://openrouter.ai/apps/openclaw,20260408T033352Z-e18052a3,2026-04-08T03:33:52.643645Z,,,,,,,,,,1,,2725608,OpenClaw,https://openclaw.ai/,,,personal-agent,,,,,,2026-03-12,stepfun/step-3.5-flash,120569485486.0,,,,,
app_usage_daily,https://openrouter.ai/apps/openclaw,20260408T033352Z-e18052a3,2026-04-08T03:33:52.643645Z,,,,,,,,,,2,,2725608,OpenClaw,https://openclaw.ai/,,,personal-agent,,,,,,2026-03-12,Others,116108123789.0,,,,,
